mass_1,mass_2
14.977602258003374,4.159198777333382
14.893782803054012,4.131259097103374
13.53339212870171,3.67779702085858
13.024282919300921,3.508094291749523
13.178262604368257,3.559420757378602
14.069307920051848,3.8564351645335258
13.230278124786823,3.5767592304956692
18.820313989099127,5.440051087861157
16.24442364418819,4.58146901724221
14.62543176333328,4.0418091443794015
14.667295087014503,4.05576352858451
15.99875554059032,4.499580636799185
13.159410256425375,3.5531366534466127
15.334141118343954,4.278044377982225
15.265200531250422,4.255064328854541
13.517061312691318,3.672353427591644
13.078151099718752,3.5260503188769894
14.671676905991882,4.057224128853374
13.626307496830554,3.7087687398451807
14.26841087040516,3.9228026108500225
15.131816558806893,4.210603268515092
13.990309109083356,3.8301023024018526
13.261754204536837,3.587251236365267
16.32088408494909,4.606955480302284
13.656248091564798,3.7187489147594412
14.823046736828353,4.107680518993828
15.87128463970077,4.457090776450385
13.935224522288404,3.811740823834244
14.537607152251105,4.012534388859727
14.845592728725583,4.115195814928006
14.821096158228169,4.1070303291047505
15.338231458904287,4.2794078159068665
13.657449044099991,3.7191492313285224
16.93664575928579,4.8122055258937895
15.968853270437306,4.4896133206806965
13.221952436522223,3.573984006511235
14.32345692098104,3.941151233824385
14.546253548841694,4.015416510028113
13.264244808012315,3.588081435873919
16.04876945537033,4.516251756432629
16.272634742765042,4.590872590037063
13.289522949690014,3.596507466263394
14.782806262465737,4.094267088199623
13.564092761876257,3.688030542319939
13.649951038139678,3.716649901885051
13.07016471355309,3.5233881950883053
13.903348822028029,3.8011156189023767
13.61575258857679,3.705250445241402
15.985645156416576,4.495210556088642
13.361856558039921,3.620618619919576
13.325086136304076,3.6083618378269877
13.149956708025694,3.549985476657225
14.007969146202482,3.835988964981711
14.486727065102079,3.995574423527151
13.651424126602192,3.7171409302196396
13.788781475468896,3.7629266020284944
13.072095770182983,3.524031879440048
16.395842180414068,4.63194114591283
16.691709336324056,4.730561832781783
15.96241810777472,4.4874682892092235
13.532485928112447,3.6774949546675506
14.282136221088374,3.9273777128274987
15.00469246573116,4.168228800237255
15.454174852571308,4.31805534923356
13.097607424025274,3.5325357482361825
14.342956313714751,3.947651009480718
14.682480841950824,4.060825425832746
13.836559939315844,3.7788527161979295
13.669498316595506,3.723165646006441
14.715804726418124,4.071933340372324
14.725042881806193,4.075012712306474
13.497260134592215,3.6657530494102217
14.675683507772671,4.058559657227148
16.7799175164853,4.759963962315021
14.505489990963595,4.001828708882984
14.416930123590838,3.972308860599747
14.683107650894478,4.061034361273451
13.620823445609215,3.7069407270095835
16.168536033955398,4.556173473692699
14.154817748787405,3.8849383560323565
15.939512729270806,4.479833243070782
13.585945244896909,3.695314686810662
16.946806494684417,4.815592355019506
15.6091992034848,4.369729741487181
15.337130928578386,4.279040974869864
13.000332090554608,3.500110696651522
14.415342724009559,3.971779729280846
13.230643385075076,3.5768809836861566
15.045784403055542,4.181926040723035
16.936292336876527,4.8120877212860425
15.724536383037758,4.408175145396717
15.446815964300423,4.315602403949466
14.112617326768925,3.87087159101675
14.283378420926697,3.927791778084364
14.143398704425056,3.88113201946229
15.075051934246861,4.191681831942954
14.190068921482869,3.896688710802965
13.989971246120728,3.8299896817277057
14.325241562064203,3.9417461121895503
14.126837325202853,3.875611576343829
13.22287386266936,3.5742911479593946
13.331867339409394,3.6106222342516583
13.133784678060586,3.544594810236202
14.74624469298547,4.082079952115762
14.347696698471177,3.9492311323654574
15.45797304578964,4.319321404583839
14.571703564025885,4.023899815614797
15.01916755515252,4.173053804929164
14.428125232774082,3.976040550387396
17.539408607579873,5.013119939147799
14.249685554906321,3.916560859178147
17.184250536682264,4.894738201603735
14.589549667882984,4.029848493581552
13.3021317330045,3.6007103855737874
14.290000833914284,3.9299992418350724
13.743831147573124,3.7479431965850813
13.871213837751638,3.790403985726666
13.161890506815869,3.553963401996387
14.91041334513627,4.136802584351631
13.138589851461823,3.5461965316687554
15.169782505359478,4.223258511469599
16.390014605019797,4.629998650091728
16.84764103956129,4.782537978706504
13.392038560392631,3.6306792664388845
13.886024955249775,3.7953410119301383
14.46761708961288,3.989204455119168
13.96528750046069,3.821761789252803
13.215553781995679,3.5718511258359706
13.765336249490744,3.75511154620157
14.177589574006388,3.8925289411825412
14.145966336789918,3.881987894326418
13.130888969184184,3.5436295757701917
14.783056401487686,4.094350467501474
13.75975057376001,3.75324965890381
15.280373596513524,4.260121985641409
18.005172563648753,5.1683661926315185
14.859646366319879,4.119880338899877
17.90631098968542,5.135414455322676
14.747849900263308,4.082615018875645
14.702623736630883,4.067539695800972
14.553932771922604,4.017976241210423
18.45326407668363,5.317717208366447
13.426122485630962,3.642040550894703
13.878802115379772,3.792933404973775
13.957853893885204,3.819283927186221
13.085687977177408,3.528562606694983
13.955186680785452,3.8183948585834764
14.818585977881828,4.106193606148899
17.594998242472606,5.031649005000067
14.21210868294612,3.904035275001406
15.16637086843203,4.222121305760815
14.486493602957076,3.9954966030999435
13.532988226569753,3.677662387114171
13.30653451888992,3.6021779779044274
13.522268201697628,3.6740890534215795
15.062640662924297,4.187544763900103
14.824665053458293,4.1082199553971215
13.675666372848902,3.725221659880101
13.71008539666422,3.736694640337117
14.451890473537041,3.983962268831884
14.539149509550592,4.013048505996615
14.95838257041536,4.152792247163962
13.446443311968089,3.6488141452252676
13.854293473730008,3.7847638790753884
13.369485083175986,3.623161456365775
13.45957558961021,3.6531915617016337
15.012193543459933,4.170729146496514
15.098011232148782,4.199334889296679
16.08759265528454,4.529192673967655
13.28457875482766,3.594859404615542
16.899568786640653,4.799846830337486
16.358122932851373,4.619368250567682
13.325377273815853,3.6084588834665663
15.785536291538225,4.42850826562224
14.627423895014784,4.042473185593991
15.018949575221107,4.172981145332092
13.034694559977659,3.5115648323087725
13.071314235449591,3.523771368344592
13.992922067420944,3.8309732860887475
13.539183005447303,3.6797273088060454
13.507159245082791,3.6690527456648576
14.138245388667798,3.879414252731891
16.750289929467193,4.750088305776597
14.63934888134588,4.046448164928657
17.06635961728375,4.855442363558184
13.17403775815015,3.5580124780134224
17.013196517538447,4.837721803281408
13.557325677162979,3.6857748524970355
14.779189663136005,4.093061560463305
16.407790886496763,4.635923987388136
18.441778132576374,5.313888969124454
15.97410579972145,4.491364145119585
14.85274035565115,4.117578346127477
13.529426966736338,3.676475303142106
13.940244405600488,3.813414113741998
14.987929404201147,4.162641141835603
14.530188791751504,4.010061611441615
14.069061478138154,3.856353017467489
13.877258810290515,3.7924189712942993
13.078082802071986,3.5260275530369793
16.477609451007076,4.659196475818277
13.22527140826137,3.575090328258903
13.390878113968924,3.630292451773957
13.024385855754707,3.5081286038382817
13.285722713272651,3.5952407233327963
13.851109699424136,3.7837026237233173
18.36599722205936,5.288631242361198
16.43073980137412,4.643573507643753
14.097662624232687,3.865886704933949
13.557606885349887,3.685868588348483
14.311661315442564,3.9372193784510063
13.392689156255265,3.6308961312723387
14.062535211985361,3.854177601721627
15.974391566918968,4.49145939983485
14.579378406048308,4.026458086292411
15.425337181267,4.3084428600620885
14.289161064651813,3.9297193196678633
14.646585671213707,4.048860418382366
13.481761435980529,3.660586827815644
13.591890700941715,3.697296500970172
13.283058986150294,3.5943528160714164
13.763280134970055,3.75442617639402
16.270892915946305,4.590291989008852
16.45188476046349,4.650621716520177
14.991471888257458,4.163821963800939
13.70970270767174,3.736567077647669
13.07387961188801,3.5246264922402935
14.089791945577481,3.8632631531031407
18.031322796021144,5.177082339534493
16.59049213005834,4.696823394613796
16.364280631753594,4.621420786718245
13.454804029881267,3.6516010452151564
13.286806216259247,3.5956018902706646
13.293045823445073,3.5976817551553255
14.566005168759787,4.022000357917314
13.894796951059696,3.798265002809754
13.410273266540774,3.6367574890475156
14.713898945193993,4.071298082676585
16.18161475412315,4.5605329922589775
15.355844302284844,4.285278724947544
13.02453771435512,3.508179223279541
17.897474499692017,5.132469138159026
14.574986273875291,4.024994047961393
14.369943700650094,3.9566467743666345
13.695918106212536,3.7319722215529127
13.061782111918575,3.5205939997066524
15.79173735624996,4.430575268138507
13.2077232247664,3.5692409451785005
15.218472898847056,4.239488546670265
15.033358675524266,4.177784153519869
15.409282937805132,4.303091482768685
16.057124730691676,4.519036816513555
